"Datum";"Cas";"Cena_Spot";"Tarif";"Cena_Konecna";"Cena_Bat";"Sell"
"2026-03-02";"19:20";"169.33";"VT";"286.26";"344.88";"156.96"
"2026-03-02";"19:25";"169.33";"VT";"286.26";"344.88";"156.96"
"2026-03-02";"19:30";"154.49";"VT";"271.42";"328.39";"142.12"
"2026-03-02";"19:35";"154.49";"VT";"271.42";"328.39";"142.12"
"2026-03-02";"19:40";"154.49";"VT";"271.42";"328.39";"142.12"
"2026-03-02";"19:45";"141.32";"VT";"258.25";"313.76";"128.95"
"2026-03-02";"19:50";"141.32";"VT";"258.25";"313.76";"128.95"
"2026-03-02";"19:55";"141.32";"VT";"258.25";"313.76";"128.95"
"2026-03-02";"20:00";"155.1";"VT";"272.03";"329.07";"142.73"
"2026-03-02";"20:05";"155.1";"VT";"272.03";"329.07";"142.73"
"2026-03-02";"20:10";"155.1";"VT";"272.03";"329.07";"142.73"
"2026-03-02";"20:15";"143.28";"VT";"260.21";"315.93";"130.91"
"2026-03-02";"20:20";"143.28";"VT";"260.21";"315.93";"130.91"
"2026-03-02";"20:25";"143.28";"VT";"260.21";"315.93";"130.91"
"2026-03-02";"20:30";"135.02";"VT";"251.95";"306.76";"122.65"
"2026-03-02";"20:35";"135.02";"VT";"251.95";"306.76";"122.65"
"2026-03-02";"20:40";"135.02";"VT";"251.95";"306.76";"122.65"
"2026-03-02";"20:45";"123.09";"VT";"240.02";"293.50";"110.72"
"2026-03-02";"20:50";"123.09";"VT";"240.02";"293.50";"110.72"
"2026-03-02";"20:55";"123.09";"VT";"240.02";"293.50";"110.72"
"2026-03-02";"21:00";"136.07";"VT";"253.00";"307.92";"123.70"
"2026-03-02";"21:05";"136.07";"VT";"253.00";"307.92";"123.70"
"2026-03-02";"21:10";"136.07";"VT";"253.00";"307.92";"123.70"
"2026-03-02";"21:15";"125.93";"VT";"242.86";"296.66";"113.56"
"2026-03-02";"21:20";"125.93";"VT";"242.86";"296.66";"113.56"
"2026-03-02";"21:25";"125.93";"VT";"242.86";"296.66";"113.56"
"2026-03-02";"21:30";"114.08";"VT";"231.01";"283.49";"101.71"
"2026-03-02";"21:35";"114.08";"VT";"231.01";"283.49";"101.71"
"2026-03-02";"21:40";"114.08";"VT";"231.01";"283.49";"101.71"
"2026-03-02";"21:45";"97.54";"VT";"214.47";"265.11";"85.17"
"2026-03-02";"21:50";"97.54";"VT";"214.47";"265.11";"85.17"
"2026-03-02";"21:55";"97.54";"VT";"214.47";"265.11";"85.17"
"2026-03-02";"22:00";"113.22";"VT";"230.15";"282.53";"100.85"
"2026-03-02";"22:05";"113.22";"VT";"230.15";"282.53";"100.85"
"2026-03-02";"22:10";"113.22";"VT";"230.15";"282.53";"100.85"
"2026-03-02";"22:15";"108.43";"VT";"225.36";"277.21";"96.06"
"2026-03-02";"22:20";"108.43";"VT";"225.36";"277.21";"96.06"
"2026-03-02";"22:25";"108.43";"VT";"225.36";"277.21";"96.06"
"2026-03-02";"22:30";"100.84";"VT";"217.77";"268.78";"88.47"
"2026-03-02";"22:35";"100.84";"VT";"217.77";"268.78";"88.47"
"2026-03-02";"22:40";"100.84";"VT";"217.77";"268.78";"88.47"
"2026-03-02";"22:45";"94.48";"VT";"211.41";"261.71";"82.11"
"2026-03-02";"22:50";"94.48";"VT";"211.41";"261.71";"82.11"
"2026-03-02";"22:55";"94.48";"VT";"211.41";"261.71";"82.11"
"2026-03-02";"23:00";"97.62";"VT";"214.55";"265.20";"85.25"
"2026-03-02";"23:05";"97.62";"VT";"214.55";"265.20";"85.25"
"2026-03-02";"23:10";"97.62";"VT";"214.55";"265.20";"85.25"
"2026-03-02";"23:15";"91.98";"VT";"208.91";"258.93";"79.61"
"2026-03-02";"23:20";"91.98";"VT";"208.91";"258.93";"79.61"
"2026-03-02";"23:25";"91.98";"VT";"208.91";"258.93";"79.61"
"2026-03-02";"23:30";"90.64";"VT";"207.57";"257.44";"78.27"
"2026-03-02";"23:35";"90.64";"VT";"207.57";"257.44";"78.27"
"2026-03-02";"23:40";"90.64";"VT";"207.57";"257.44";"78.27"
"2026-03-02";"23:45";"90.06";"VT";"206.99";"256.80";"77.69"
"2026-03-02";"23:50";"90.06";"VT";"206.99";"256.80";"77.69"
"2026-03-02";"23:55";"90.06";"VT";"206.99";"256.80";"77.69"
